ID	CHR	START	STOP	SYM	TYPE
TMEM161B	5	88189632	88269476	ENSG00000164180	protein_coding
TMEM161B-AS1	5	88268894	88436685	ENSG00000247828	antisense
LINC00461	5	88507545	88691041	ENSG00000245526	lincRNA
MEF2C	5	88718157	88904105	ENSG00000081189	protein_coding
MEF2C-AS1	5	88883327	89466398	ENSG00000248309	antisense
MIR3660	5	90016620	90016720	ENSG00000264342	miRNA
CETN3	5	90392260	90409786	ENSG00000153140	protein_coding
MBLAC2	5	90458202	90461552	ENSG00000176055	protein_coding
POLR3G	5	90471747	90514553	ENSG00000113356	protein_coding
LYSMD3	5	90515610	90527002	ENSG00000176018	protein_coding
LUCAT1	5	91303028	91303971	ENSG00000248323	lincRNA
ARRDC3	5	91368723	91383359	ENSG00000113369	protein_coding
NR2F1-AS1	5	93409358	93585648	ENSG00000237187	antisense
NR2F1	5	93583336	93594615	ENSG00000175745	protein_coding
FAM172A	5	93618068	94111699	ENSG00000113391	protein_coding
MIR2277	5	93620695	93620788	ENSG00000251725	miRNA
KIAA0825	5	94152965	94582583	ENSG00000185261	protein_coding
MCTP1	5	94703740	95284575	ENSG00000175471	protein_coding
FAM81B	5	95391343	95450454	ENSG00000153347	protein_coding
TTC37	5	95463894	95555007	ENSG00000198677	protein_coding
ARSK	5	95555073	95605064	ENSG00000164291	protein_coding
GPR150	5	95620077	95622142	ENSG00000178015	protein_coding
RFESD	5	95646753	95684773	ENSG00000175449	protein_coding
SPATA9	5	95655330	95698711	ENSG00000145757	protein_coding
RHOBTB3	5	95713521	95824383	ENSG00000164292	protein_coding
GLRX	5	95751318	95823005	ENSG00000173221	protein_coding
ELL2	5	95885097	95962071	ENSG00000118985	protein_coding
MIR583	5	96079137	96079212	ENSG00000207578	miRNA
PCSK1	5	96390414	96434143	ENSG00000175426	protein_coding
CAST	5	96525266	96779595	ENSG00000153113	protein_coding
ERAP1	5	96780422	96808100	ENSG00000164307	protein_coding
ERAP2	5	96875938	96919716	ENSG00000164308	protein_coding
LNPEP	5	96958450	97037515	ENSG00000113441	protein_coding
LIX1	5	97091869	97142872	ENSG00000145721	protein_coding
RIOK2	5	97160866	97179193	ENSG00000058729	protein_coding
RGMB	5	98768649	98798643	ENSG00000174136	protein_coding
RGMB-AS1	5	98769617	98773469	ENSG00000246763	antisense
CHD1	5	98855744	98926536	ENSG00000153922	protein_coding
CTD-2151A2.1	5	99549431	99577957	ENSG00000249515	lincRNA
FAM174A	5	100535304	100586741	ENSG00000174132	protein_coding
ST8SIA4	5	100806934	100903266	ENSG00000113532	protein_coding
SLCO4C1	5	102239250	102296549	ENSG00000173930	protein_coding
SLCO6A1	5	102371781	102499016	ENSG00000205359	protein_coding
LINC00492	5	102581367	102617589	ENSG00000250958	lincRNA
LINC00491	5	102609155	102671559	ENSG00000250682	lincRNA
PAM	5	102753980	103031105	ENSG00000145730	protein_coding
GIN1	5	103085999	103108714	ENSG00000145723	protein_coding
PPIP5K2	5	103120199	103212799	ENSG00000145725	protein_coding
C5orf30	5	103258701	103278660	ENSG00000181751	protein_coding
NUDT12	5	103548854	103562793	ENSG00000112874	protein_coding
RAB9BP1	5	105099472	105100098	ENSG00000232159	processed_pseudogene
EFNA5	5	107376888	107670895	ENSG00000184349	protein_coding
FBXL17	5	107859034	108382098	ENSG00000145743	protein_coding
LINC01023	5	108727824	108728260	ENSG00000272523	lincRNA
FER	5	108747821	109196841	ENSG00000151422	protein_coding
PJA2	5	109334708	109409994	ENSG00000198961	protein_coding
MAN2A1	5	109689365	109867178	ENSG00000112893	protein_coding
TMEM232	5	110289232	110738956	ENSG00000186952	protein_coding
MIR548F3	5	110513828	110513915	ENSG00000221436	miRNA
SLC25A46	5	110738135	110765157	ENSG00000164209	protein_coding
TSLP	5	111070061	111078024	ENSG00000145777	protein_coding
WDR36	5	111091715	111130502	ENSG00000134987	protein_coding
CAMK4	5	111223652	111494886	ENSG00000152495	protein_coding
STARD4	5	111496032	111512590	ENSG00000164211	protein_coding
STARD4-AS1	5	111512225	111739726	ENSG00000246859	antisense
NREP	5	111662620	111997464	ENSG00000134986	protein_coding
NREP-AS1	5	111912507	112017309	ENSG00000250095	antisense
EPB41L4A	5	112142440	112419316	ENSG00000129595	protein_coding
EPB41L4A-AS1	5	112160525	112161295	ENSG00000224032	lincRNA
SNORA13	5	112161484	112161617	ENSG00000238363	snoRNA
APC	5	112707497	112846239	ENSG00000134982	protein_coding
REEP5	5	112876386	112922539	ENSG00000129625	protein_coding
DCP2	5	112976701	113020970	ENSG00000172795	protein_coding
MCC	5	113022098	113488830	ENSG00000171444	protein_coding
TSSK1B	5	113432553	113435031	ENSG00000212122	protein_coding
YTHDC2	5	113513682	113595284	ENSG00000047188	protein_coding
KCNN2	5	114360944	114496640	ENSG00000080709	protein_coding
TRIM36	5	115124761	115180546	ENSG00000152503	protein_coding
PGGT1B	5	115210829	115262872	ENSG00000164219	protein_coding
CCDC112	5	115267187	115296831	ENSG00000164221	protein_coding
FEM1C	5	115520910	115544894	ENSG00000145780	protein_coding
TICAM2	5	115581729	115602479	ENSG00000243414	protein_coding
TMED7	5	115632855	115632992	ENSG00000134970	protein_coding
CDO1	5	115804732	115816954	ENSG00000129596	protein_coding
ATG12	5	115828195	115839494	ENSG00000145782	protein_coding
AP3S1	5	115866669	115914081	ENSG00000177879	protein_coding
ARL14EPL	5	116051465	116051561	ENSG00000268223	protein_coding
COMMD10	5	116084990	116412762	ENSG00000145781	protein_coding
SEMA6A	5	116443615	116554896	ENSG00000092421	protein_coding
LINC00992	5	117415508	117546298	ENSG00000248663	lincRNA
DTWD2	5	118837321	118988545	ENSG00000169570	protein_coding
DMXL1	5	119037771	119249138	ENSG00000172869	protein_coding
TNFAIP8	5	119268691	119399688	ENSG00000145779	protein_coding
HSD17B4	5	119452442	119542333	ENSG00000133835	protein_coding
FAM170A	5	119629558	119635822	ENSG00000164334	protein_coding
PRR16	5	120464277	120687332	ENSG00000184838	protein_coding
FTMT	5	121851954	121852824	ENSG00000181867	protein_coding
SRFBP1	5	121961960	122028619	ENSG00000151304	protein_coding
LOX	5	122063194	122078285	ENSG00000113083	protein_coding
ZNF474	5	122129512	122179617	ENSG00000164185	protein_coding
SNCAIP	5	122311353	122464219	ENSG00000064692	protein_coding
MGC32805	5	122436496	122479087	ENSG00000250328	antisense
SNX2	5	122774995	122830108	ENSG00000205302	protein_coding
SNX24	5	122843438	123022427	ENSG00000064652	protein_coding
PPIC	5	123023249	123036741	ENSG00000168938	protein_coding
PRDM6	5	123089120	123194266	ENSG00000061455	protein_coding
CEP120	5	123344884	123423592	ENSG00000168944	protein_coding
CSNK1G3	5	123512098	123617045	ENSG00000151292	protein_coding
ZNF608	5	124636914	124748807	ENSG00000168916	protein_coding
GRAMD3	5	126360131	126496494	ENSG00000155324	protein_coding
ALDH7A1	5	126541840	126595418	ENSG00000164904	protein_coding
PHAX	5	126600267	126627252	ENSG00000164902	protein_coding
TEX43	5	126631721	126636287	ENSG00000196900	protein_coding
LMNB1	5	126776622	126837020	ENSG00000113368	protein_coding
MARCH3	5	126867713	127030808	ENSG00000173926	protein_coding
C5orf63	5	127042557	127073492	ENSG00000164241	protein_coding
MEGF10	5	127290830	127465737	ENSG00000145794	protein_coding
PRRC1	5	127517608	127555089	ENSG00000164244	protein_coding
CTXN3	5	127649043	127658630	ENSG00000205279	protein_coding
LINC01184	5	127956803	128083172	ENSG00000245937	lincRNA
SLC12A2	5	128083765	128189688	ENSG00000064651	protein_coding
FBN2	5	128257908	128659185	ENSG00000138829	protein_coding
SLC27A6	5	128845579	129033642	ENSG00000113396	protein_coding
ISOC1	5	129094750	129114028	ENSG00000066583	protein_coding
MIR4633	5	129097687	129097766	ENSG00000264563	miRNA
MIR4460	5	129397061	129397147	ENSG00000265691	miRNA
ADAMTS19	5	129460264	129738683	ENSG00000145808	protein_coding
KIAA1024L	5	129748078	129766732	ENSG00000186367	protein_coding
CHSY3	5	129904471	130186634	ENSG00000198108	protein_coding
HINT1	5	131159026	131171735	ENSG00000169567	protein_coding
LYRM7	5	131170809	131205426	ENSG00000186687	protein_coding
CDC42SE2	5	131245492	131398447	ENSG00000158985	protein_coding
RAPGEF6	5	131435760	131635236	ENSG00000158987	protein_coding
FNIP1	5	131641713	131731038	ENSG00000217128	protein_coding
ACSL6	5	131806989	132012243	ENSG00000164398	protein_coding
IL3	5	132060528	132063204	ENSG00000164399	protein_coding
CSF2	5	132073789	132076166	ENSG00000164400	protein_coding
P4HA2-AS1	5	132184875	132192808	ENSG00000237714	antisense
P4HA2	5	132191837	132295315	ENSG00000072682	protein_coding
PDLIM4	5	132257670	132273454	ENSG00000131435	protein_coding
SLC22A4	5	132294442	132344206	ENSG00000197208	protein_coding
MIR3936	5	132365489	132365599	ENSG00000263597	miRNA
SLC22A5	5	132369751	132395614	ENSG00000197375	protein_coding
C5orf56	5	132410635	132476044	ENSG00000197536	protein_coding
IRF1	5	132481608	132490798	ENSG00000125347	protein_coding
IL5	5	132541443	132556838	ENSG00000113525	protein_coding
RAD50	5	132556018	132644621	ENSG00000113522	protein_coding
IL13	5	132656262	132661110	ENSG00000169194	protein_coding
IL4	5	132673985	132682676	ENSG00000113520	protein_coding
KIF3A	5	132692627	132737638	ENSG00000131437	protein_coding
CCNI2	5	132747444	132754164	ENSG00000205089	protein_coding
SEPT8	5	132754178	132807241	ENSG00000164402	protein_coding
SOWAHA	5	132813340	132816796	ENSG00000198944	protein_coding
SHROOM1	5	132822140	132830898	ENSG00000164403	protein_coding
GDF9	5	132861180	132866546	ENSG00000164404	protein_coding
UQCRQ	5	132867487	132868031	ENSG00000164405	protein_coding
LEAP2	5	132872321	132875046	ENSG00000164406	protein_coding
AFF4	5	132875378	132963634	ENSG00000072364	protein_coding
ZCCHC10	5	132996984	133026604	ENSG00000155329	protein_coding
HSPA4	5	133051961	133106449	ENSG00000170606	protein_coding
FSTL4	5	133196454	133612564	ENSG00000053108	protein_coding
MIR1289-2	5	133427595	133427706	ENSG00000221287	miRNA
C5orf15	5	133955509	133968787	ENSG00000113583	protein_coding
VDAC1	5	133971914	134005133	ENSG00000213585	protein_coding
TCF7	5	134114710	134148229	ENSG00000081059	protein_coding
SKP1	5	134160986	134177038	ENSG00000113558	protein_coding
PPP2CA	5	134194333	134225554	ENSG00000113575	protein_coding
MIR3661	5	134225756	134225852	ENSG00000266751	miRNA
CDKL3	5	134286240	134371047	ENSG00000006837	protein_coding
UBE2B	5	134371178	134391992	ENSG00000119048	protein_coding
CDKN2AIPNL	5	134402086	134411898	ENSG00000237190	protein_coding
JADE2	5	134524311	134583228	ENSG00000043143	protein_coding
SAR1B	5	134601143	134632988	ENSG00000152700	protein_coding
SEC24A	5	134661118	134727823	ENSG00000113615	protein_coding
CAMLG	5	134738500	134752157	ENSG00000164615	protein_coding
DDX46	5	134758778	134833623	ENSG00000145833	protein_coding
C5orf24	5	134845679	134846863	ENSG00000181904	protein_coding
TXNDC15	5	134873802	134901525	ENSG00000113621	protein_coding
PCBD2	5	134904905	134975324	ENSG00000132570	protein_coding
CATSPER3	5	134995640	135011702	ENSG00000152705	protein_coding
PITX1	5	135027734	135034813	ENSG00000069011	protein_coding
C5orf66	5	135033279	135338013	ENSG00000224186	antisense
C5orf66-AS1	5	135038837	135040047	ENSG00000249082	lincRNA
C5orf66-AS2	5	135236233	135248179	ENSG00000249647	lincRNA
H2AFY	5	135345967	135399914	ENSG00000113648	protein_coding
TIFAB	5	135452208	135452399	ENSG00000255833	protein_coding
NEUROG1	5	135534300	135535949	ENSG00000181965	protein_coding
CXCL14	5	135570682	135579279	ENSG00000145824	protein_coding
MIR5692C1	5	135802984	135803075	ENSG00000265924	miRNA
SLC25A48	5	135834648	135888637	ENSG00000145832	protein_coding
IL9	5	135892245	135895827	ENSG00000145839	protein_coding
LECT2	5	135922278	135955034	ENSG00000145826	protein_coding
FBXL21	5	135930316	135951591	ENSG00000164616	transcribed_unitary_pseudogene
TGFBI	5	136028894	136063818	ENSG00000120708	protein_coding
VTRNA2-1	5	136080470	136080597	ENSG00000270123	vaultRNA
SMAD5-AS1	5	136129506	136134890	ENSG00000164621	antisense
TRPC7	5	136213310	136397042	ENSG00000069018	protein_coding
SPOCK1	5	136975297	137598379	ENSG00000152377	protein_coding
KLHL3	5	137617499	137736090	ENSG00000146021	protein_coding
MIR874	5	137647571	137647649	ENSG00000216009	miRNA
HNRNPA0	5	137751385	137754350	ENSG00000177733	protein_coding
NPY6R	5	137801192	137810751	ENSG00000226306	transcribed_processed_pseudogene
MYOT	5	137867790	137887851	ENSG00000120729	protein_coding
PKD2L2	5	137887967	137942747	ENSG00000078795	protein_coding
FAM13B	5	137941943	138051961	ENSG00000031003	protein_coding
WNT8A	5	138083891	138092365	ENSG00000061492	protein_coding
NME5	5	138115176	138139415	ENSG00000112981	protein_coding
BRD8	5	138139765	138177667	ENSG00000112983	protein_coding
KIF20A	5	138178997	138186431	ENSG00000112984	protein_coding
CDC23	5	138189632	138213343	ENSG00000094880	protein_coding
GFRA3	5	138252378	138274671	ENSG00000146013	protein_coding
CDC25C	5	138285264	138331872	ENSG00000158402	protein_coding
FAM53C	5	138331934	138349727	ENSG00000120709	protein_coding
KDM3B	5	138352595	138437028	ENSG00000120733	protein_coding
REEP2	5	138439016	138446969	ENSG00000132563	protein_coding
EGR1	5	138465489	138469315	ENSG00000120738	protein_coding
ETF1	5	138506094	138543300	ENSG00000120705	protein_coding
HSPA9	5	138554881	138575444	ENSG00000113013	protein_coding
CTNNA1	5	138610966	138935034	ENSG00000044115	protein_coding
SIL1	5	138946719	139285310	ENSG00000120725	protein_coding
MATR3	5	139273751	139331671	ENSG00000015479	protein_coding
SNORA74A	5	139278780	139278978	ENSG00000200959	snoRNA
PAIP2	5	139341586	139369717	ENSG00000120727	protein_coding
SLC23A1	5	139367195	139384553	ENSG00000170482	protein_coding
MZB1	5	139387479	139390081	ENSG00000170476	protein_coding
PROB1	5	139391945	139395196	ENSG00000228672	protein_coding
SPATA24	5	139396562	139404088	ENSG00000170469	protein_coding
DNAJC18	5	139408589	139444491	ENSG00000170464	protein_coding
ECSCR	5	139448555	139462743	ENSG00000249751	protein_coding
TMEM173	5	139475963	139482790	ENSG00000184584	protein_coding
UBE2D2	5	139526430	139628433	ENSG00000131508	protein_coding
CXXC5	5	139647298	139683882	ENSG00000171604	protein_coding
PSD2	5	139795820	139844466	ENSG00000146005	protein_coding
NRG2	5	139846778	140043299	ENSG00000158458	protein_coding
LINC01024	5	140072856	140108630	ENSG00000245146	antisense
PURA	5	140107776	140116736	ENSG00000185129	protein_coding
IGIP	5	140125935	140128806	ENSG00000182700	protein_coding
CYSTM1	5	140174641	140265830	ENSG00000120306	protein_coding
PFDN1	5	140245038	140303121	ENSG00000113068	protein_coding
HBEGF	5	140332842	140346631	ENSG00000113070	protein_coding
SLC4A9	5	140360201	140375143	ENSG00000113073	protein_coding
ANKHD1	5	140472238	140539856	ENSG00000131503	protein_coding
EIF4EBP3	5	140547665	140547840	ENSG00000243056	protein_coding
SRA1	5	140550067	140557332	ENSG00000213523	protein_coding
APBB3	5	140560312	140593752	ENSG00000113108	protein_coding
SLC35A4	5	140564890	140569103	ENSG00000176087	protein_coding
CD14	5	140631727	140633701	ENSG00000170458	protein_coding
NDUFA2	5	140638739	140639256	ENSG00000131495	protein_coding
TMCO6	5	140639426	140644740	ENSG00000113119	protein_coding
MIR3655	5	140647843	140647926	ENSG00000264052	miRNA
IK	5	140647927	140662478	ENSG00000113141	protein_coding
WDR55	5	140664675	140669248	ENSG00000120314	protein_coding
HARS	5	140674678	140690944	ENSG00000170445	protein_coding
HARS2	5	140693490	140698078	ENSG00000112855	protein_coding
ZMAT2	5	140700333	140706663	ENSG00000146007	protein_coding
VTRNA1-1	5	140711274	140711373	ENSG00000199990	misc_RNA
VTRNA1-2	5	140718924	140719013	ENSG00000202111	misc_RNA
VTRNA1-3	5	140726157	140726246	ENSG00000202515	misc_RNA
PCDHA1	5	140786290	140788861	ENSG00000204970	protein_coding
PCDHA2	5	140794858	140805621	ENSG00000204969	protein_coding
PCDHA3	5	140801197	140803672	ENSG00000255408	protein_coding
PCDHA4	5	140807073	140809584	ENSG00000204967	protein_coding
PCDHA5	5	140821636	140824226	ENSG00000204965	protein_coding
PCDHA6	5	140827977	140830485	ENSG00000081842	protein_coding
PCDHA7	5	140834383	140836753	ENSG00000204963	protein_coding
PCDHA8	5	140841321	140843766	ENSG00000204962	protein_coding
PCDHA9	5	140847462	140854159	ENSG00000204961	protein_coding
PCDHA10	5	140856009	140858436	ENSG00000250120	protein_coding
PCDHA11	5	140869103	140871494	ENSG00000249158	protein_coding
PCDHA12	5	140875472	140877839	ENSG00000251664	protein_coding
PCDHA13	5	140882207	140884662	ENSG00000239389	protein_coding
PCDHAC1	5	140926716	140929800	ENSG00000248383	protein_coding
PCDHAC2	5	140966234	140969331	ENSG00000243232	protein_coding
PCDHB1	5	141051393	141053927	ENSG00000171815	protein_coding
PCDHB2	5	141094642	141097378	ENSG00000112852	protein_coding
PCDHB3	5	141100649	141103822	ENSG00000113205	protein_coding
PCDHB4	5	141121998	141125619	ENSG00000081818	protein_coding
PCDHB5	5	141135217	141138121	ENSG00000113209	protein_coding
PCDHB6	5	141150101	141153287	ENSG00000113211	protein_coding
PCDHB7	5	141172661	141176376	ENSG00000113212	protein_coding
PCDHB8	5	141177789	141180500	ENSG00000120322	protein_coding
PCDHB9	5	141187318	141191538	ENSG00000177839	protein_coding
PCDHB10	5	141192368	141195642	ENSG00000120324	protein_coding
PCDHB11	5	141199609	141203045	ENSG00000197479	protein_coding
PCDHB12	5	141208696	141212124	ENSG00000120328	protein_coding
PCDHB13	5	141213936	141217421	ENSG00000187372	protein_coding
PCDHB14	5	141223358	141226286	ENSG00000120327	protein_coding
PCDHB19P	5	141239949	141242296	ENSG00000262096	transcribed_unprocessed_pseudogene
PCDHB15	5	141245578	141248231	ENSG00000113248	protein_coding
SLC25A2	5	141302628	141304045	ENSG00000120329	protein_coding
TAF7	5	141318489	141320763	ENSG00000178913	protein_coding
PCDHGA1	5	141330684	141333156	ENSG00000204956	protein_coding
PCDHGA2	5	141338971	141341395	ENSG00000081853	protein_coding
PCDHGA3	5	141344033	141346457	ENSG00000254245	protein_coding
PCDHGB1	5	141350260	141352669	ENSG00000254221	protein_coding
PCDHGA4	5	141355200	141357621	ENSG00000262576	protein_coding
PCDHGB2	5	141360135	141362556	ENSG00000253910	protein_coding
PCDHGA5	5	141364330	141366751	ENSG00000253485	protein_coding
PCDHGB3	5	141370263	141372809	ENSG00000262209	protein_coding
PCDHGA6	5	141374083	141376507	ENSG00000253731	protein_coding
PCDHGA7	5	141382899	141385323	ENSG00000253537	protein_coding
PCDHGB4	5	141387884	141390281	ENSG00000253953	protein_coding
PCDHGA8	5	141392813	141395237	ENSG00000253767	protein_coding
PCDHGA9	5	141402952	141405376	ENSG00000261934	protein_coding
PCDHGB6	5	141408202	141410620	ENSG00000253305	protein_coding
PCDHGA10	5	141413175	141415611	ENSG00000253846	protein_coding
PCDHGB7	5	141417859	141420274	ENSG00000254122	protein_coding
PCDHGA11	5	141421194	141423660	ENSG00000253873	protein_coding
PCDHGB8P	5	141426285	141428652	ENSG00000248449	unitary_pseudogene
PCDHGA12	5	141430617	141433183	ENSG00000253159	protein_coding
PCDHGC3	5	141476012	141478546	ENSG00000240184	protein_coding
PCDHGC4	5	141485173	141487615	ENSG00000242419	protein_coding
PCDHGC5	5	141489240	141491700	ENSG00000240764	protein_coding
DIAPH1	5	141515015	141619055	ENSG00000131504	protein_coding
HDAC3	5	141620875	141636870	ENSG00000171720	protein_coding
RELL2	5	141636949	141639021	ENSG00000164620	protein_coding
FCHSD1	5	141641701	141651419	ENSG00000197948	protein_coding
ARAP3	5	141653400	141682221	ENSG00000120318	protein_coding
PCDH1	5	141853372	141879246	ENSG00000156453	protein_coding
KIAA0141	5	141923807	141942047	ENSG00000081791	protein_coding
PCDH12	5	141943584	141963214	ENSG00000113555	protein_coding
RNF14	5	141966819	141990291	ENSG00000013561	protein_coding
GNPDA1	5	141991748	142013041	ENSG00000113552	protein_coding
NDFIP1	5	142108504	142154440	ENSG00000131507	protein_coding
SPRY4	5	142310426	142326455	ENSG00000187678	protein_coding
FGF1	5	142592177	142698052	ENSG00000113578	protein_coding
ARHGAP26	5	142770383	143229011	ENSG00000145819	protein_coding
ARHGAP26-AS1	5	142859603	142868922	ENSG00000226272	antisense
NR3C1	5	143277930	143435512	ENSG00000113580	protein_coding
MIR5197	5	143679859	143679971	ENSG00000266478	miRNA
HMHB1	5	143812160	143820719	ENSG00000158497	protein_coding
YIPF5	5	144158158	144170714	ENSG00000145817	protein_coding
KCTD16	5	144170831	144485686	ENSG00000183775	protein_coding
PRELID2	5	145471798	145835336	ENSG00000186314	protein_coding
GRXCR2	5	145859732	145872968	ENSG00000204928	protein_coding
SH3RF2	5	145936578	146081791	ENSG00000156463	protein_coding
PLAC8L1	5	146084385	146104369	ENSG00000173261	protein_coding
LARS	5	146113037	146182660	ENSG00000133706	protein_coding
RBM27	5	146203549	146315018	ENSG00000091009	protein_coding
POU4F3	5	146339547	146340520	ENSG00000091010	protein_coding
TCERG1	5	146447311	146511961	ENSG00000113649	protein_coding
GPR151	5	146513102	146516190	ENSG00000173250	protein_coding
PPP2R2B	5	146588372	147084784	ENSG00000156475	protein_coding
PPP2R2B-IT1	5	146914206	146919506	ENSG00000249553	sense_intronic
STK32A	5	147234962	147387852	ENSG00000169302	protein_coding
DPYSL3	5	147390810	147510056	ENSG00000113657	protein_coding
JAKMIP2	5	147588426	147782775	ENSG00000176049	protein_coding
SPINK1	5	147824567	147831786	ENSG00000164266	protein_coding
SCGB3A2	5	147870681	147882191	ENSG00000164265	protein_coding
C5orf46	5	147880725	147906538	ENSG00000178776	protein_coding
SPINK5	5	148025682	148137289	ENSG00000133710	protein_coding
SPINK14	5	148169732	148175398	ENSG00000196800	protein_coding
SPINK6	5	148202793	148215137	ENSG00000178172	protein_coding
SPINK13	5	148268179	148286254	ENSG00000214510	protein_coding
SPINK7	5	148312418	148315922	ENSG00000145879	protein_coding
SPINK9	5	148321202	148339849	ENSG00000204909	protein_coding
FBXO38	5	148383934	148442836	ENSG00000145868	protein_coding
HTR4	5	148451031	148677235	ENSG00000164270	protein_coding
ADRB2	5	148826592	148828633	ENSG00000169252	protein_coding
SH3TC2	5	148923638	149063163	ENSG00000169247	protein_coding
ABLIM3	5	149141482	149260542	ENSG00000173210	protein_coding
AFAP1L1	5	149271870	149341802	ENSG00000157510	protein_coding
GRPEL2	5	149345429	149354583	ENSG00000164284	protein_coding
PCYOX1L	5	149358006	149369653	ENSG00000145882	protein_coding
IL17B	5	149371323	149404202	ENSG00000127743	protein_coding
MIR143HG	5	149406688	149428678	ENSG00000249669	lincRNA
MIR143	5	149428917	149429023	ENSG00000208035	miRNA
CSNK1A1	5	149492196	149551444	ENSG00000113712	protein_coding
ARHGEF37	5	149551946	149634968	ENSG00000183111	protein_coding
PPARGC1B	5	149730297	149855022	ENSG00000155846	protein_coding
PDE6A	5	149857955	149944793	ENSG00000132915	protein_coding
SLC26A2	5	149960736	149987405	ENSG00000155850	protein_coding
HMGXB3	5	150004850	150052823	ENSG00000113716	protein_coding
CSF1R	5	150053290	150113372	ENSG00000182578	protein_coding
PDGFRB	5	150113836	150155872	ENSG00000113721	protein_coding
CDX1	5	150166794	150184557	ENSG00000113722	protein_coding
SLC6A7	5	150189956	150217698	ENSG00000011083	protein_coding
CAMK2A	5	150222988	150290291	ENSG00000070808	protein_coding
ARSI	5	150296342	150339307	ENSG00000183876	protein_coding
TCOF1	5	150357638	150400308	ENSG00000070814	protein_coding
CD74	5	150401636	150412929	ENSG00000019582	protein_coding
RPS14	5	150443189	150449756	ENSG00000164587	protein_coding
NDST1	5	150486293	150558211	ENSG00000070614	protein_coding
SYNPO	5	150601079	150659220	ENSG00000171992	protein_coding
MYOZ3	5	150660873	150679365	ENSG00000164591	protein_coding
RBM22	5	150690793	150701107	ENSG00000086589	protein_coding
DCTN4	5	150708439	150759109	ENSG00000132912	protein_coding
IRGM	5	150846522	150900736	ENSG00000237693	protein_coding
ZNF300	5	150894391	150904983	ENSG00000145908	protein_coding
ZNF300P1	5	150930644	150946289	ENSG00000197083	transcribed_unprocessed_pseudogene
GPX3	5	151020562	151028993	ENSG00000211445	protein_coding
TNIP1	5	151029944	151093577	ENSG00000145901	protein_coding
ANXA6	5	151100711	151157882	ENSG00000197043	protein_coding
CCDC69	5	151181051	151224145	ENSG00000198624	protein_coding
GM2A	5	151212149	151270440	ENSG00000196743	protein_coding
SLC36A3	5	151276761	151303766	ENSG00000186334	protein_coding
SLC36A2	5	151314977	151347590	ENSG00000186335	protein_coding
SLC36A1	5	151437045	151492381	ENSG00000123643	protein_coding
FAT2	5	151504092	151568944	ENSG00000086570	protein_coding
SPARC	5	151661095	151687165	ENSG00000113140	protein_coding
CTB-113P19.1	5	151676944	151724782	ENSG00000249035	antisense
ATOX1	5	151742315	151758779	ENSG00000177556	protein_coding
G3BP1	5	151771044	151812785	ENSG00000145907	protein_coding
GLRA1	5	151822512	151924842	ENSG00000145888	protein_coding
CTB-12O2.1	5	151949570	152270448	ENSG00000254226	lincRNA
NMUR2	5	152391531	152433368	ENSG00000132911	protein_coding
GRIA1	5	153490267	153813869	ENSG00000155511	protein_coding
FAM114A2	5	153990127	154037310	ENSG00000055147	protein_coding
MFAP3	5	154049556	154220478	ENSG00000037749	protein_coding
GALNT10	5	154190729	154420984	ENSG00000164574	protein_coding
SAP30L-AS1	5	154329436	154445850	ENSG00000245275	antisense
SAP30L	5	154445956	154461054	ENSG00000164576	protein_coding
HAND1	5	154474971	154478264	ENSG00000113196	protein_coding
MIR3141	5	154596011	154596072	ENSG00000264760	miRNA
LARP1	5	154712901	154817607	ENSG00000155506	protein_coding
FAXDC2	5	154818490	154859252	ENSG00000170271	protein_coding
CNOT8	5	154857552	154876793	ENSG00000155508	protein_coding
GEMIN5	5	154887415	154938209	ENSG00000082516	protein_coding
MRPL22	5	154941069	154969411	ENSG00000082515	protein_coding
KIF4B	5	155013699	155018125	ENSG00000226650	protein_coding
SGCD	5	155870343	156767788	ENSG00000170624	protein_coding
PPP1R2P3	5	156850537	156852528	ENSG00000231989	processed_pseudogene
TIMD4	5	156919281	156963255	ENSG00000145850	protein_coding
HAVCR1	5	157029412	157059119	ENSG00000113249	protein_coding
HAVCR2	5	157085831	157109714	ENSG00000135077	protein_coding
MED7	5	157137411	157159019	ENSG00000155868	protein_coding
FAM71B	5	157161845	157163658	ENSG00000170613	protein_coding
ITK	5	157180825	157255191	ENSG00000113263	protein_coding
FNDC9	5	157341599	157345721	ENSG00000172568	protein_coding
ADAM19	5	157398160	157575775	ENSG00000135074	protein_coding
NIPAL4	5	157460018	157474717	ENSG00000172548	protein_coding
SOX30	5	157625678	157671480	ENSG00000039600	protein_coding
C5orf52	5	157671552	157680143	ENSG00000187658	protein_coding
THG1L	5	157731196	157741448	ENSG00000113272	protein_coding
LSM11	5	157743694	157760709	ENSG00000155858	protein_coding
CLINT1	5	157785742	157859175	ENSG00000113282	protein_coding
EBF1	5	158695919	159099761	ENSG00000164330	protein_coding
RNF145	5	159157408	159210053	ENSG00000145860	protein_coding
UBLCP1	5	159263080	159286036	ENSG00000164332	protein_coding
IL12B	5	159314782	159330887	ENSG00000113302	protein_coding
ADRA1B	5	159916782	159972544	ENSG00000170214	protein_coding
TTC1	5	160009112	160065543	ENSG00000113312	protein_coding
PWWP2A	5	160061800	160119423	ENSG00000170234	protein_coding
FABP6	5	160187366	160238735	ENSG00000170231	protein_coding
CCNJL	5	160251651	160345396	ENSG00000135083	protein_coding
